FeatureID,Raw_P,Q_value,LSMean_1,LSMean_1_LCL,LSMean_1_UCL,LSMean_2,LSMean_2_LCL,LSMean_2_UCL,L2FC,FC,ChemicalName,SuperPathway,SubPathway
S100001733,0.1266,0.3625,-0.233710993,-0.67663122,0.2092092348,0.5016907442,-0.27762172,1.2810032083,1.0609604391,2.0863199762,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine)
S100001734,0.034,0.1823,-0.049985156,-0.253447611,0.1534772981,0.4291542262,0.0711646452,0.7871438071,0.691252011,1.6146841785,N6-acetyllysine,Amino Acid,Lysine Metabolism
S100001739,0.1793,0.4501,-0.053832432,-0.271675366,0.1640105018,0.2624500151,-0.120841835,0.6457418655,0.4562991182,1.3720177235,dihomo-linolenate (20:3n3 or n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6)
S100001740,0.0035,0.0596,-0.063846048,-0.217481602,0.0897895051,0.4556601657,0.1853403782,0.7259799532,0.7494890388,1.6811972932,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism"
S100001743,0.1348,0.3803,0.2490101137,-0.513204082,1.0112243093,-0.988633136,-2.329739245,0.3524729723,-1.785541779,0.2900670285,tryptophan betaine,Amino Acid,Tryptophan Metabolism
S100001755,0.4565,0.707,-0.271878355,-0.93349382,0.3897371098,-0.797922183,-1.962026114,0.3661817487,-0.758920821,0.5909382047,4-vinylphenol sulfate,Xenobiotics,Benzoate Metabolism
S100001756,0.5656,0.7723,0.5437255552,-0.365956909,1.4534080195,-0.013158949,-1.613733586,1.5874156889,-0.803414512,0.5729914385,4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism
S100001757,0.9329,0.9741,0.1467018692,-0.186906414,0.4803101521,0.1168778158,-0.470101682,0.7038573141,-0.043027014,0.9706162952,thymol sulfate,Xenobiotics,Food Component/Plant
S100001767,0.6351,0.822,-0.331881058,-0.715837336,0.0520752207,-0.137949855,-0.813516007,0.5376162957,0.2797835838,1.2140127588,pyrraline,Xenobiotics,Food Component/Plant
S100001768,0.5406,0.7649,-0.103439849,-0.375129816,0.1682501176,0.0737818506,-0.404253164,0.5518168653,0.2556768675,1.1938957502,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product
S100001769,0.161,0.4279,-0.098177091,-0.368347902,0.1719937208,0.31185512,-0.16350696,0.7872172001,0.5915514368,1.5068663214,N6-carboxyethyllysine,Amino Acid,Lysine Metabolism
S100001777,0.5595,0.7708,-0.002461539,-0.353912047,0.3489889687,0.2160990297,-0.402273634,0.8344716938,0.3153162487,1.2442843791,1-oleoyl-GPI (18:1),Lipid,Lysophospholipid
S100001778,0.8679,0.9446,-0.126725697,-0.446323343,0.1928719494,-0.183184003,-0.745511965,0.3791439594,-0.081452118,0.9451058887,1-linoleoyl-GPI (18:2)*,Lipid,Lysophospholipid
S100001806,0.0022,0.0441,-0.18151729,-0.497397699,0.1343631195,0.9448242597,0.3890367281,1.5006117913,1.6249673677,3.084351885,o-cresol sulfate,Xenobiotics,Benzoate Metabolism
S100001808,0.5054,0.7401,-0.755343008,-1.04665188,-0.464034135,-0.54839768,-1.060951907,-0.035843452,0.2985589988,1.2299153283,3-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism
S100001809,0.8182,0.9221,-0.259189188,-0.634347336,0.1159689593,-0.167561875,-0.827647828,0.4925240773,0.1321902701,1.0959562973,2-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism
S100001810,0.8598,0.9401,0.0113350249,-0.075029903,0.0976999524,0.0275377883,-0.124420195,0.1794957713,0.0233756464,1.01633474,dimethylarginine (SDMA + ADMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism
S100001823,0.7544,0.8939,0.0067333876,-0.165643115,0.1791098903,-0.050595461,-0.353889709,0.2526987861,-0.082708046,0.9442834918,N-methylalanine,Amino Acid,Alanine and Aspartate Metabolism
S100001843,0.1199,0.3547,-0.021884642,-0.166327928,0.1225586449,-0.266205747,-0.520351858,-0.012059635,-0.352480847,0.7832360927,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid
S100001851,0.7138,0.8761,0.0260397549,-0.090468511,0.1425480212,-0.019408996,-0.224403798,0.1855858051,-0.065568688,0.9555685731,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism"
S100001853,0.6983,0.8642,-0.07114599,-0.237199939,0.0949079583,-0.139615546,-0.43178534,0.1525542485,-0.098780688,0.9338218894,"N2,N2-dimethylguanine",Nucleotide,"Purine Metabolism, Guanine containing"
S100001856,0.0259,0.1622,-0.0222103,-0.395360306,0.3509397054,0.9053978682,0.2488452152,1.5619505212,1.3382557047,2.528454303,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phosphatidylethanolamine (PE)
S100001859,0.4686,0.7111,-1.258171285,-1.768209874,-0.748132697,-0.863562657,-1.760969016,0.0338437026,0.5692999113,1.4838033588,chiro-inositol,Lipid,Inositol Metabolism
S100001866,0.5608,0.7709,-0.174381916,-0.445752387,0.0969885553,-0.006201465,-0.483674331,0.4712714018,0.2426331032,1.1831500925,1-stearoyl-2-oleoyl-GPG (18:0/18:1),Lipid,Phosphatidylglycerol (PG)
S100001868,0.7837,0.9096,-0.162645877,-0.904799554,0.5795078002,0.0539121364,-1.251897747,1.3597220199,0.3124271718,1.2417951239,4-allylphenol sulfate,Xenobiotics,Food Component/Plant
S100001869,0.0141,0.1208,-0.091312968,-0.228656652,0.0460307148,0.2888377368,0.0471832865,0.5304921872,0.5484415371,1.4625049799,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phosphatidylcholine (PC)
S100001870,0.1243,0.3614,-0.648989345,-1.087327382,-0.210651308,0.0834019462,-0.687848212,0.8546521045,1.0566172842,2.0800486679,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phosphatidylethanolamine (PE)
S100001876,0.0614,0.2502,-0.050725861,-0.227185529,0.1257338066,0.3121749088,0.0016963844,0.6226534331,0.5235551415,1.43749321,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis
S100001882,0.0511,0.2233,-0.143446572,-0.383944977,0.0970518318,0.3738930186,-0.049260842,0.7970468787,0.7463632625,1.6775587155,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER)
S100001925,0.4626,0.707,-0.411451183,-0.774860506,-0.048041859,-0.12640699,-0.765821038,0.5130070569,0.4112318428,1.3298207948,cyclo(leu-pro),Peptide,Dipeptide
S100001946,0.0414,0.2053,-0.491249367,-0.991763459,0.0092647255,0.6386414167,-0.242006714,1.5192895474,1.6300878299,3.0953184215,cyclo(gly-pro),Peptide,Dipeptide
S100001948,0.2078,0.4837,0.1246767723,-0.113222359,0.3625759033,-0.198609277,-0.617189749,0.2199711954,-0.46640318,0.7237667919,succinylcarnitine (C4-DC),Energy,TCA Cycle
S100001950,0.5822,0.7795,-0.18068269,-0.463487658,0.1021222771,-0.34643057,-0.844022286,0.1511611458,-0.239123644,0.8472598186,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism
S100001956,0.2265,0.4906,-0.039887445,-0.283057116,0.2032822255,0.2769469159,-0.150907003,0.7048008351,0.4570953616,1.3727751682,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism
S100001977,0.9378,0.9741,-0.262025244,-0.618327984,0.0942774965,-0.23250992,-0.859420025,0.3944001844,0.0425816103,1.0299552175,beta-cryptoxanthin,Cofactors and Vitamins,Vitamin A Metabolism
S100001990,0.0201,0.1411,-0.112901828,-0.346864494,0.1210608378,0.4964161841,0.0847618716,0.9080704966,0.8790600748,1.8391766752,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism
S100002009,0.6707,0.8484,0.2492854612,-0.174327878,0.6728988003,0.4409199114,-0.30442233,1.1862621526,0.2764700711,1.2112276721,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",Lipid,Progestin Steroids
S100002060,0.4503,0.7006,-0.084874669,-0.376405883,0.2066565447,0.1501595587,-0.362785876,0.6631049934,0.3390827151,1.2649520647,1-docosahexaenoyl-GPE (22:6)*,Lipid,Lysophospholipid
S100002070,0.2091,0.4837,-0.066601111,-0.414195435,0.2809932125,-0.537522588,-1.149110346,0.0740651707,-0.679396078,0.6244266089,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate"
S100002102,0.0013,0.0339,-0.049200189,-0.150148827,0.0517484492,0.3344636377,0.1568458031,0.5120814724,0.5535098998,1.467651973,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing"
S100002103,0.8114,0.9215,-0.012159836,-0.165164457,0.1408447852,-0.050959665,-0.320169334,0.2182500048,-0.055976321,0.9619432429,5-methylthioribose**,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100002106,0.9639,0.9817,0.0204232366,-0.090974274,0.1318207474,0.0257818471,-0.170220645,0.2217843396,0.0077308407,1.0053729934,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins
S100002107,0.4004,0.6643,-0.012720354,-0.117669581,0.092228873,0.0816677532,-0.102989067,0.266324573,0.1361732541,1.0989861876,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins
S100002113,0.0042,0.0703,-0.262691226,-0.499192154,-0.026190298,0.5172993677,0.1011790156,0.9334197198,1.1252885613,2.1814517457,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100002122,0.1903,0.4633,-0.02249239,-0.420953926,0.3759691451,-0.586174591,-1.287262556,0.1149133742,-0.813221515,0.5691096252,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism
S100002129,0.9176,0.968,-0.076278616,-0.389748672,0.2371914389,-0.041827097,-0.593373642,0.5097194477,0.0497030358,1.0350518469,pregnenolone sulfate,Lipid,Pregnenolone Steroids
S100002154,0.0291,0.1703,-0.079346943,-0.427861122,0.2691672373,0.7673260761,0.1541198432,1.380532309,1.2214909653,2.3318758247,ergothioneine,Xenobiotics,Food Component/Plant
S100002167,0.064,0.2559,-0.1974282,-0.782257418,0.3874010184,0.9924793129,-0.036520201,2.0214788272,1.7166736677,3.2867772083,12-HETE,Lipid,Eicosanoid
S100002171,0.6657,0.8484,0.0659469342,-0.376476517,0.508370385,0.2693279578,-0.509110434,1.0477663494,0.2934167941,1.2255393386,1-margaroyl-GPE (17:0)*,Lipid,Lysophospholipid
S100002173,0.7466,0.8893,0.0056794342,-0.128227815,0.1395866831,0.0516834133,-0.183924675,0.2872915015,0.0663697125,1.0470785774,1-pentadecanoyl-GPC (15:0)*,Lipid,Lysophospholipid
S100002183,0.7222,0.8801,-0.356762369,-0.819975129,0.1064503912,-0.531874954,-1.346891869,0.2831419602,-0.252634059,0.8393625153,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100002185,0.3594,0.6241,-0.072432712,-0.235875516,0.0910100925,-0.23283237,-0.52040789,0.054743149,-0.231407792,0.8518032904,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism
S100002196,0.3929,0.6593,-0.090321572,-0.390910596,0.2102674516,0.1843654317,-0.344517103,0.7132479664,0.3962895781,1.3161186702,13-HODE + 9-HODE,Lipid,"Fatty Acid, Monohydroxy"
S100002249,0.4588,0.707,-0.045933748,-0.510516406,0.4186489096,0.3215368155,-0.495890417,1.1389640477,0.5301479598,1.4440772895,N-acetyl-cadaverine,Amino Acid,Lysine Metabolism
S100002253,0.2654,0.5342,0.2309858689,-0.230465826,0.6924375642,-0.321561439,-1.133479783,0.4903569046,-0.797157261,0.5754820117,cinnamoylglycine,Xenobiotics,Food Component/Plant
S100002254,0.0941,0.3137,-0.063136254,-0.20792325,0.081650743,0.2015430776,-0.053207787,0.4562939426,0.3818515586,1.3030130732,stearoyl ethanolamide,Lipid,Endocannabinoid
S100002259,0.5753,0.7767,-0.883297135,-1.508853837,-0.257740433,-0.509928123,-1.610587124,0.5907308772,0.5386576215,1.4526202748,cis-4-decenoylcarnitine (C10:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"
S100002284,0.3792,0.647,0.0998497872,-0.138070378,0.3377699528,-0.124063491,-0.542680974,0.2945539907,-0.323038577,0.7993844551,"2S,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy"
S100002300,0.0261,0.1622,0.0608369591,-0.1768034,0.298477318,-0.529068134,-0.9471933,-0.110942968,-0.851053153,0.5543798965,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing"
S100002356,0.4246,0.6829,-0.119772696,-0.437805491,0.1982600991,0.1516117423,-0.407962885,0.7111863697,0.3915249836,1.3117792719,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched"
S100002367,0.1047,0.3341,-0.071985006,-0.351981857,0.208011845,0.4232165947,-0.069434276,0.9158674658,0.7144248937,1.6408289982,"2R,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy"
S100002397,0.0055,0.0831,-0.117896048,-0.27127582,0.0354837241,0.3709044204,0.1010346773,0.6407741636,0.7051900116,1.6303593787,alpha-ketoglutaramate*,Amino Acid,Glutamate Metabolism
S100002417,0.7752,0.9056,0.1543258898,-0.329521066,0.6381728454,0.3011690773,-0.55015344,1.1524915947,0.2118499384,1.1581723329,"2,3-dihydroxyisovalerate",Xenobiotics,Food Component/Plant
S100002458,0.4696,0.7115,0.0675700493,-0.176102932,0.3112430308,0.2556773521,-0.173062136,0.6844168403,0.271381473,1.206963019,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism"
S100002462,0.6391,0.826,0.0229578901,-0.201475021,0.2473908014,0.1349960876,-0.259890743,0.5298829187,0.1616369519,1.1185555859,5-(galactosylhydroxy)-lysine,Amino Acid,Lysine Metabolism
S100002466,0.2179,0.4859,0.0706535678,-0.143101767,0.2844089026,-0.213266368,-0.58936614,0.1628334045,-0.409609883,0.752826917,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism
S100002470,0.145,0.3988,-0.664904516,-1.031785643,-0.298023389,-0.084960248,-0.730482888,0.5605623928,0.8366827198,1.7859388944,2-arachidonoyl-GPI (20:4)*,Lipid,Lysophospholipid
S100002528,0.2129,0.4845,0.0862646257,-0.076336,0.2488652512,-0.132171281,-0.418264998,0.1539224358,-0.315136399,0.8037749944,sulfate*,Xenobiotics,Chemical
S100002613,0.0108,0.1108,-0.463078065,-0.928007906,0.0018517757,0.8790243371,0.0609862402,1.6970624339,1.9362444803,3.8270811178,pantoate,Cofactors and Vitamins,Pantothenate and CoA Metabolism
S100002619,0.0266,0.164,-0.086481066,-0.27213023,0.0991680986,0.3724594448,0.0458121195,0.6991067701,0.6621111986,1.582396564,sedoheptulose,Carbohydrate,Pentose Metabolism
S100002749,0.6974,0.8642,-0.027703977,-0.203548023,0.1481400688,-0.100417114,-0.409812459,0.2089782317,-0.104902881,0.9298675369,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100002769,0.2191,0.4859,-0.059781404,-0.389949916,0.2703871079,-0.497123071,-1.078050336,0.0838041944,-0.630950654,0.645750762,argininate*,Amino Acid,Urea cycle; Arginine and Proline Metabolism
S100002781,0.6491,0.8328,-0.065677044,-0.321551121,0.1901970324,-0.189592579,-0.639799738,0.2606145805,-0.178772326,0.8834544596,11-dehydrocorticosterone,Lipid,Corticosteroids
S100002784,0.5084,0.7423,-0.054834233,-0.401069207,0.2914007409,-0.299091696,-0.908287695,0.3101043031,-0.352389031,0.7832859411,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism
S100002868,0.1548,0.4136,0.0746488694,-0.128936853,0.2782345918,-0.239145193,-0.597351662,0.1190612768,-0.452709137,0.7306694852,1-behenoyl-GPC (22:0),Lipid,Lysophospholipid
S100002869,0.556,0.7708,0.171638679,-0.185969798,0.5292471557,-0.052762094,-0.681969625,0.5764454382,-0.323741882,0.7989948551,1-erucoyl-GPC (22:1)*,Lipid,Lysophospholipid
S100002871,0.0222,0.1467,-0.129303902,-0.331111706,0.0725039017,0.3869445815,0.0318663371,0.7420228259,0.7447891272,1.6757293169,1-adrenoyl-GPC (22:4)*,Lipid,Lysophospholipid
S100002873,0.1135,0.3459,0.1361220485,-0.058581563,0.3308256599,-0.199367491,-0.541946,0.1432110182,-0.484009095,0.714987986,1-lignoceroyl-GPC (24:0),Lipid,Lysophospholipid
S100002874,0.1859,0.4585,0.1608477916,-0.112350416,0.4340459993,-0.229666253,-0.710354998,0.2510224923,-0.563392675,0.6767089267,1-nervonoyl-GPC (24:1n9)*,Lipid,Lysophospholipid
S100002875,0.9757,0.9866,0.0125767176,-0.129706578,0.1548600128,0.0171777404,-0.233167894,0.2675233749,0.0066378729,1.0046116238,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen
S100002910,0.5591,0.7708,0.0833693537,-0.251395898,0.4181346058,-0.125045844,-0.714061015,0.4639693265,-0.300679573,0.81186988,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism
S100002912,0.0455,0.2146,-0.235381208,-0.469287956,-0.001474459,0.2814994783,-0.130056448,0.6930554043,0.7457012022,1.6767890517,tauroursodeoxycholate,Lipid,Secondary Bile Acid Metabolism
S100002913,0.005,0.079,-1.544323578,-1.960902466,-1.12774469,-0.199567298,-0.932532512,0.5333979164,1.9400732168,3.837251213,ursocholate,Lipid,Secondary Bile Acid Metabolism
S100002914,0.9044,0.9623,-0.074774031,-0.579234419,0.4296863573,-0.139125975,-1.026717563,0.7484656131,-0.09284023,0.9376749325,3-(4-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism
S100002927,0.462,0.707,0.0053185483,-0.23248568,0.2431227764,0.1920992941,-0.226314198,0.6105127858,0.2694676557,1.2053629752,S-methylcysteine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100002945,0.7764,0.9056,-0.117327546,-0.520005716,0.2853506229,0.0042324561,-0.704274622,0.7127395344,0.1753740129,1.1292571222,(14 or 15)-methylpalmitate (a17:0 or i17:0),Lipid,"Fatty Acid, Branched"
S100002951,0.5809,0.7795,0.0496201823,-0.129932738,0.2291731031,-0.055967379,-0.371888442,0.2599536843,-0.152330651,0.8997956824,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate"
S100002952,0.5112,0.7444,-0.026952749,-0.197401521,0.1434960225,0.092481621,-0.207420808,0.3923840501,0.1723073734,1.1268592859,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate"
S100002953,0.5316,0.7582,0.0500076191,-0.165275152,0.2652903906,-0.093562496,-0.472349774,0.2852247812,-0.207127893,0.8662600599,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy"
S100002989,0.0027,0.0522,-0.136885663,-0.504354046,0.2305827186,1.1423637252,0.4958078164,1.788919634,1.845566749,3.5939410599,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol
S100002990,0.0032,0.0569,-0.194884359,-0.613752479,0.223983761,1.2386902626,0.5016971735,1.9756833517,2.0682109975,4.1936631902,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol
S100003000,0.0174,0.1368,-0.054342731,-0.21380451,0.1051190474,0.3718115469,0.0912405913,0.6523825025,0.6148106635,1.5313570116,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen
S100003001,0.0155,0.1274,-0.029055159,-0.226895098,0.1687847798,0.5103547934,0.1622579565,0.8584516303,0.7782040634,1.7149946352,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen
S100003008,0.3783,0.647,-0.117244993,-0.46647703,0.2319870433,0.2120197287,-0.402449564,0.8264890212,0.4750285814,1.3899457559,2-stearoyl-GPI (18:0)*,Lipid,Lysophospholipid
S100003109,0.1716,0.4412,0.0707074005,-0.534452628,0.6758674286,-0.824287764,-1.889059078,0.2404835494,-1.291205086,0.4086095743,2-oxindole-3-acetate,Xenobiotics,Food Component/Plant
S100003119,0.002,0.0425,0.226301355,0.0204925433,0.4321101666,-0.518952794,-0.881070761,-0.156834828,-1.075174465,0.4746136619,N-oleoyltaurine,Lipid,Endocannabinoid
S100003151,0.3826,0.6492,0.1379711342,-0.087316594,0.363258862,-0.072509522,-0.468900392,0.3238813474,-0.3036594,0.8101947269,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)"
S100003152,0.1215,0.3575,-0.757410125,-1.376598236,-0.138222013,0.285105745,-0.804347802,1.3745592918,1.5040324756,2.8363439178,N-methyl-GABA,Amino Acid,Glutamate Metabolism
S100003169,0.3513,0.615,-0.243978925,-0.508558462,0.0206006117,0.0201835329,-0.445340771,0.4857078372,0.3811058683,1.3023397547,isoleucylglycine,Peptide,Dipeptide
S100003239,0.8352,0.9283,-0.016834246,-0.236793444,0.2031249524,0.0317877591,-0.355227631,0.4188031492,0.0701467251,1.0498234475,N-palmitoyltaurine,Lipid,Endocannabinoid
S100003240,0.0077,0.0954,-0.076355915,-0.27736047,0.1246486389,0.5338515425,0.1801866053,0.8875164798,0.8803432736,1.8408132506,N-stearoyltaurine,Lipid,Endocannabinoid
S100003258,0.9354,0.9741,0.0836929952,-0.154279903,0.3216658931,0.1041707226,-0.314539542,0.5228809867,0.0295431158,1.0206888346,2-O-methylascorbic acid,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism
S100003260,0.8053,0.9186,-0.104354277,-0.309010304,0.1003017491,-0.05075698,-0.410846636,0.3093326752,0.0773245546,1.0550596409,carboxyethyl-GABA,Amino Acid,Glutamate Metabolism
S100003397,0.2657,0.5342,0.0361542975,-0.34173934,0.4140479354,-0.416012505,-1.080911518,0.2488865079,-0.652338804,0.6362480331,trimethylamine N-oxide,Lipid,Phospholipid Metabolism
S100003415,0.0749,0.281,-0.242702102,-0.492352354,0.0069481506,0.2445991519,-0.194657268,0.6838555717,0.7030271023,1.6279169517,N6-methyllysine,Amino Acid,Lysine Metabolism
S100003425,0.9365,0.9741,0.0142662615,-0.196241782,0.2247743055,0.0320799691,-0.338306236,0.4024661747,0.0256997476,1.017973318,cis-urocanate,Amino Acid,Histidine Metabolism
S100003429,0.827,0.9241,-0.050132645,-1.282683544,1.1824182533,0.2360597393,-1.93259777,2.404717249,0.4128883339,1.3313485614,equol sulfate,Xenobiotics,Food Component/Plant
S100003432,0.9297,0.9741,-0.558412046,-0.92280881,-0.194015283,-0.592556058,-1.233707493,0.0485953773,-0.049259397,0.9664323169,dihydroferulate,Xenobiotics,Food Component/Plant
S100003434,0.3011,0.5722,-0.179843633,-0.510764637,0.1510773705,0.1874018477,-0.394849418,0.769653113,0.5298232344,1.4437522895,imidazole propionate,Amino Acid,Histidine Metabolism
S100003674,0.8608,0.9401,-0.090473478,-0.328109074,0.1471621189,-0.134729549,-0.552846335,0.2833872381,-0.063848014,0.9567089408,prolylglycine,Peptide,Dipeptide
S100003686,0.5552,0.7708,-0.073924691,-0.305057138,0.1572077569,0.0713950802,-0.335279499,0.4780696596,0.2096521129,1.1564092973,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine)
S100003695,0.0077,0.0954,-0.084740991,-0.414728125,0.245246142,0.917437877,0.336829745,1.4980460091,1.4458384835,2.724211064,mannonate*,Xenobiotics,Food Component/Plant
S100003868,0.0336,0.1819,-0.783475142,-1.11324806,-0.453702224,-0.005075945,-0.585307169,0.5751552784,1.1229926613,2.1779829516,glycohyodeoxycholate,Lipid,Secondary Bile Acid Metabolism
S100003892,0.8582,0.9398,0.0142597051,-0.263537097,0.292056507,0.0670037176,-0.421776195,0.5557836304,0.0760935252,1.0541597588,lanthionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism"
S100003901,0.3265,0.5955,-0.081208263,-0.446732656,0.2843161299,0.3033221954,-0.33981329,0.9464576803,0.5547601855,1.4689244385,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid
S100003926,0.0808,0.2923,0.0267365902,-0.439062264,0.4925354446,0.9168167402,0.0972496256,1.7363838549,1.2841142184,2.4353248348,(R)-3-hydroxybutyrylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"
S100003940,0.0274,0.1658,-0.256798656,-0.632815618,0.1192183065,0.6678562126,0.0062591865,1.3294532388,1.3339949933,2.5209980343,N-octanoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine)
S100004037,0.0347,0.1846,0.1283312661,-0.163407335,0.4200698676,-0.555466558,-1.068776888,-0.042156228,-0.98651173,0.5046965992,felinylglycine*,Peptide,Dipeptide
S100004038,0.3893,0.6542,-0.041791113,-0.345298346,0.2617161206,-0.321340847,-0.855357935,0.2126762406,-0.403305015,0.7561241217,N-acetylfelinine*,Amino Acid,Felinine Metabolism
S100004046,0.0189,0.1388,0.0323293161,-0.377199693,0.4418583247,-1.045926364,-1.766487406,-0.325365322,-1.555594123,0.3401884058,N-acetylcarnosine,Amino Acid,Histidine Metabolism
S100004054,0.0815,0.2923,-0.155370068,-0.432206077,0.1214659414,0.3724655621,-0.114623848,0.859554972,0.7615058454,1.6952591665,margaroylcarnitine (C17)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"
S100004059,0.0063,0.0903,-0.2171401,-0.56471057,0.1304303697,0.8705928364,0.259047049,1.4821386238,1.5692669136,2.9675388424,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant
S100004088,0.0108,0.1108,-0.184864767,-0.403041405,0.033311871,0.4452559231,0.0613769243,0.8291349219,0.909071995,1.8778372023,retinal,Cofactors and Vitamins,Vitamin A Metabolism
S100004089,0.1653,0.4316,-0.036358066,-0.286333149,0.2136170174,0.339027898,-0.100800057,0.7788558529,0.5415674682,1.4555530968,2-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy"
S100004110,0.0278,0.1672,-0.257272645,-0.595950182,0.0814048926,0.5731477641,-0.022751023,1.1690465508,1.1980434059,2.2942830748,3-methyl catechol sulfate (2),Xenobiotics,Benzoate Metabolism
S100004111,0.052,0.2246,-0.058814861,-0.671262112,0.5536323904,-1.370996442,-2.448589532,-0.293403353,-1.89307786,0.2692320635,4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism
S100004112,0.0186,0.1388,-0.389302791,-0.800808807,0.0222032242,0.6974216736,-0.026617887,1.421461234,1.5678119963,2.9645476718,3-methyl catechol sulfate (1),Xenobiotics,Benzoate Metabolism
S100004208,0.6866,0.8568,0.133345042,-0.579569228,0.846259312,-0.17265287,-1.427016392,1.0817106512,-0.44146167,0.7363881569,guaiacol sulfate,Xenobiotics,Benzoate Metabolism
S100004227,0.096,0.3148,0.0495058517,-0.248458945,0.3474706486,-0.491842902,-1.016108143,0.0324223398,-0.781001162,0.5819627985,2-aminooctanoate,Lipid,"Fatty Acid, Amino"
S100004251,0.2071,0.4837,-0.190434467,-0.584867778,0.2039988435,0.3463427324,-0.347657623,1.0403430877,0.7744058041,1.7104854168,dimethylmalonic acid,Lipid,"Fatty Acid, Dicarboxylate"
S100004262,0.8117,0.9215,0.0742794165,-0.173753945,0.3223127775,0.0114884392,-0.424923081,0.4478999591,-0.090588232,0.9391397547,tridecanedioate (C13-DC),Lipid,"Fatty Acid, Dicarboxylate"
S100004284,0.0737,0.2797,-0.010702145,-0.123540187,0.102135896,-0.231902126,-0.430439213,-0.033365038,-0.319124115,0.8015563687,dimethyl sulfone,Xenobiotics,Chemical
