File,Column,Type,Definition,Units,Scale,Coding,Domain,Notes
ONE_TRANS_SCALED.csv,S_butyl_arachidonate,numeric,Arachidonic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_gondoate,numeric,Gondoic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_docosanoate,numeric,Docosanoic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_erucate,numeric,Erucic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_butyl_nervonate,numeric,Nervonic acid (butyl-derivative label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Fatty acid,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_coprostanol_TMS,numeric,Coprostanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_cholesterol_TMS_vs_chol,numeric,Cholesterol (TMS label),natural-log scale,"ln(x), uncentered",,Sterol,Natural logarithm of the numeric original value expressed in µg/mg; this intermediate column is not centered or Pareto-scaled.
ONE_TRANS_SCALED.csv,S_cholestanol_TMS,numeric,Cholestanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_brassicasterol_TMS,numeric,Brassicasterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_campesterol_TMS,numeric,Campesterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_stigmasterol_TMS,numeric,Stigmasterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_fusosterol_TMS,numeric,Fusosterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_beta_sitosterol_TMS,numeric,β-Sitosterol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,S_sitostanol_TMS,numeric,Sitostanol (TMS label),processed scale (no original concentration unit),"natural-log, centered, Pareto-scaled",,Sterol,"ln(x) using original µg/mg values, then mean-centered and divided by square root of sample SD of ln(x), across 14 cats."
ONE_TRANS_SCALED.csv,group_num,integer,Numeric study group,none,categorical,0 = control; 1 = diabetic,Metadata,
